이름,종류,위도,경도,도로명주소,전화번호,휴무,영업시간
폴리파크 원미점,반려동물용품,37.49605464,126.78571,경기도 부천시 부천로 132,326564317,연중무휴,매일 00:00~24:00
폴리파크 이시아폴리스점,반려동물용품,35.92723307,128.641892,대구광역시 동구 팔공로 318,539852777,연중무휴,매일 10:00~22:00
폴리파크 임당점,반려동물용품,35.83056772,128.740932,경상북도 경산시 남매로 221,538112979,연중무휴,매일 00:00~24:00
폴리파크 잠실점,반려동물용품,37.50768165,127.088656,서울특별시 송파구 석촌호수로 106,220881824,연중무휴,매일 00:00~24:00
폴리파크 장기점,반려동물용품,35.84218074,128.53421,대구광역시 달서구 대명천로 240,536218683,연중무휴,매일 00:00~24:00
폴리파크 제이마트점,반려동물용품,36.45146543,127.42423,대전광역시 대덕구 대덕대로1593번길 25-12,429335945,연중무휴,매일 09:00~22:00
폴리파크 제천점,반려동물용품,37.14058395,128.195736,충청북도 제천시 원뜰로 115,436441500,연중무휴,매일 00:00~24:00
폴리파크 좌동점,반려동물용품,35.17308472,129.176022,부산광역시 해운대구 세실로 96,517010625,,
폴리파크 침산점,반려동물용품,35.88391363,128.597372,대구광역시 북구 중앙대로 572,532554317,연중무휴,매일 10:00~22:00
폴리파크 태안점,반려동물용품,36.74970939,126.299747,충청남도 태안군 태안읍 동백로 266,416741155,연중무휴,매일 00:00~24:00
폴리파크 테크노폴리스점,반려동물용품,35.69306331,128.462901,대구광역시 달성군 유가읍 테크노상업로 120,536153915,연중무휴,매일 10:00~22:00
폴리파크 팔용점,반려동물용품,35.2521585,128.619969,경상남도 창원시 의창구 평산로 102,552552800,"1, 3째주 월요일",매일 10:00~21:00
폴리파크 학정점,반려동물용품,35.94906891,128.565151,대구광역시 북구 학정로 498,533251550,연중무휴,매일 10:00~22:00
폴리파크 형곡점,반려동물용품,36.10676326,128.337253,경상북도 구미시 형곡로 194,544581927,연중무휴,매일 00:00~24:00
폴리파크 홍대점,반려동물용품,37.55726708,126.922783,서울특별시 마포구 동교로 192-1,220693121,연중무휴,매일 00:00~24:00
폴링인더독,미용,37.63756408,126.677342,경기도 김포시 태장로 810,,,
폴의골목 동물병원,동물병원,37.61025608,127.349276,경기도 양평군 서종면 북한강로 817,317749115,연중무휴,"목~토 10:00~18:00, 일 00:00~24:00, 월 10:00~18:00, 수 10:00~18:00"
폴인럽댕,반려동물용품,35.84801419,128.56984,대구광역시 남구 성당시장길 33-2,50713761885,매주 화요일,수~월 12:00~20:00
폴하우스애견용품할인매장,반려동물용품,37.07668187,127.05768,경기도 평택시 송탄로 371,316685698,"1, 3째주 일요일",매일 11:00~22:00
폼나개,미용,35.0945722,129.044268,부산광역시 영도구 대교로14번길 28,,,
폼나개,미용,35.19831531,128.562399,경상남도 창원시 마산합포구 완월동8길 85,552444477,매주 일요일,월~토 10:00~19:30
폼나개이뿌개 애견미용샵,미용,35.56582493,128.167444,경상남도 합천군 합천읍 동서로 141-3,50713870360,,
폼나개특별하개,미용,35.49345206,129.425479,울산광역시 동구 월봉로 70,527070422,매주 월요일,화~일 10:00~20:00
폼둥이네,반려동물용품,36.77256023,127.006352,충청남도 아산시 용화고길 46,,매주 수요일,목~화 11:00~19:00
폼브라더,반려동물용품,35.86498025,128.575686,대구광역시 중구 큰장로10길 37,532434731,매주 일요일,월~토 10:00~19:00
퐁당 애견펜션,펜션,37.53271016,127.624802,경기도 양평군 용문면 망능길 4,50714890271,연중무휴,매일 15:00~11:00
퐁당퐁당,반려동물용품,37.39397035,127.223145,경기도 광주시 고불로 136,317680003,,
퐁당퐁당신산리,펜션,33.37733491,126.874611,제주특별자치도 서귀포시 성산읍 신산중앙로18번길 40,,,
퐁주르,반려동물용품,37.63518749,126.707013,경기도 김포시 걸포1로 40,50714351944,매주 일요일,월~토 13:00~20:00
퐁퐁파피,미용,37.29793931,127.234168,경기도 용인시 처인구 포곡읍 백옥대로1922번길 7,313215581,"매주 월, 화",수~일 11:00~21:00
표나개반려애견미용실,미용,37.47607327,126.853077,경기도 광명시 광명로 862-1,226180077,매주 월요일,화~일 09:30~20:00
표선 한사랑 약국,동물약국,33.32602923,126.832438,제주특별자치도 서귀포시 표선면 표선중앙로80번길 1,647870060,"매주 일요일, 법정공휴일","월~금 08:00~20:00, 토 08:00~20:00"
표선가축병원,동물병원,33.32345475,126.831922,제주특별자치도 서귀포시 표선면 표선관정로 113,647872345,,
표선동물병원,동물병원,33.33561775,126.828199,제주특별자치도 서귀포시 표선면 번영로 3510,647877582,"매주 토, 일","월~화, 목~금 09:00~17:00, 수 09:00~12:00"
표충사호국박물관,박물관,35.53226072,128.959044,경상남도 밀양시 단장면 표충로 1338,553521150,"설, 추석 당일, 매주 월요일","화~일 11~2월 09:30~17:00, 3~10월 10:00~16:00"
푸댕,카페,35.82917752,128.624132,대구광역시 수성구 지범로 11,50713176765,매주 화요일,수~월 12:00~21:00
푸드독,반려동물용품,37.65259847,127.304629,경기도 남양주시 화도읍 마석중앙로 44,50713092135,매주 일요일,"월~금 11:00~20:00, 토 11:00~18:00"
푸드마스터그룹,반려동물용품,37.58648727,127.000513,서울특별시 종로구 혜화로 8,269256363,"매주 토, 일",월~금 09:00~18:00
푸들펫샵,미용,37.54449504,126.682061,인천광역시 서구 심곡로 130,50713102717,"매주 토, 일",월~금 10:00~20:00
푸들푸들,미용,37.27803336,127.445538,경기도 이천시 어재연로18번길 34,50713612041,연중무휴,매일 09:00~16:00
푸르댕 2산단점,위탁관리,36.73262092,127.452184,충청북도 청주시 청원구 오창읍 주성1길 8-1,50713369539,연중무휴,매일 00:00~24:00
푸르댕댕,미용,35.83294389,127.162965,전라북도 전주시 덕진구 무삼지로 84,50714443107,매주 목요일,금~수 10:00~18:00
푸르미 약국,동물약국,37.36873729,126.812562,경기도 시흥시 승지로60번길 17,313155880,"매주 토, 일, 법정공휴일",월~금 09:00~21:00
푸르미 약국,동물약국,37.44756126,126.68103,인천광역시 미추홀구 인하로 296,324255780,연중무휴,"월~토 09:00~21:00, 일 12:00~21:00"
푸르미네수제간식,반려동물용품,36.98252087,127.930071,충청북도 충주시 계명대로 139,438471231,매주 일요일,월~토 10:00~20:00
푸르지오동물약국,동물약국,37.31463824,126.83263,경기도 안산시 단원구 광덕4로 180,314871218,"매주 일요일, 법정공휴일","월~금 09:30~20:00, 토 10:00~20:00"
푸른 동물병원,동물병원,35.87179632,127.076158,전라북도 전주시 덕진구 쪽구름로 71-2,632112662,매주 일요일,월~토 09:00~19:00
푸른 약국,동물약국,36.77370365,126.463372,충청남도 서산시 석림4로 90,416648633,연중무휴,"월~금 08:30~20:00, 토 08:30~19:00, 일 15:00~19:00, 법정공휴일 10:00~19:30"
푸른가축병원,동물병원,36.89033024,126.636874,충청남도 당진시 무수동로 109,413534143,,
푸른가축약품,동물병원,35.79671099,126.949397,전라북도 김제시 황산면 봉월10길 16,635459953,,
푸른나무아래약국,동물약국,37.66347907,126.768486,경기도 고양시 일산동구 무궁화로 39,319193103,법정공휴일,"월~금 10:00~22:00, 토 10:00~17:00, 일 22:00~01:00"
푸른달 하루,펜션,35.81835106,127.150821,전라북도 전주시 완산구 동문길 57-8,50713841301,연중무휴,매일 15:00~11:00
푸른동물병원,동물병원,37.48858298,126.884315,서울특별시 구로구 구로동로 111-1,28610075,매주 일요일,"월~금 10:00~20:00, 토 10:00~18:00"
푸른동물병원,동물병원,37.76114876,126.777001,경기도 파주시 중앙로 280,319410075,매주 일요일,"월~금 10:00~19:00, 토 10:00~15:00"
푸른동물병원,동물병원,37.29541093,127.636768,경기도 여주시 세종로 27,318836363,,
푸른동물병원,동물병원,37.39328256,127.232058,경기도 광주시 고불로 54,317643033,,
푸른동물병원,동물병원,35.19466871,129.129612,부산광역시 해운대구 해운대로61번길 104,517841235,,
푸른동물병원,동물병원,35.19313602,128.088193,경상남도 진주시 장대로 19-8,557423535,,
푸른동물병원,동물병원,35.97351524,126.718318,전라북도 군산시 팔마로 154-1,634668711,,
푸른동물병원,동물병원,35.15941262,126.863375,광주광역시 서구 상일로 44,623751613,"매주 일요일,법정공휴일","월~금 10:00~18:30, 토 10:00~16:30"
푸른동물병원,동물병원,33.50065492,126.527752,제주특별자치도 제주시 서광로 293,647582013,,
푸른동물종합병원,동물병원,37.44271329,126.800015,경기도 시흥시 은행로 130,314047588,,
푸른동변약국,동물약국,35.92101407,128.603108,대구광역시 북구 동변로 91,539595669,"매주 일요일, 법정공휴일","월~금 09:00~19:40, 토 09:00~15:00"
푸른들동물병원,동물병원,37.55219939,126.870801,서울특별시 강서구 양천로 663-1,226991222,매주 일요일,"월~금 10:00~19:00, 토 10:00~18:00"
푸른바다,펜션,34.73294204,127.583139,전라남도 여수시 화양면 이대길 24-1,616914368,,
푸른솔 약국,동물약국,35.13990789,128.701837,경상남도 창원시 진해구 풍호로3번길 4,555430312,연중무휴,매일 10:00~22:00
푸른솔공원,여행지,35.95549153,126.992503,전라북도 익산시 부송로4길 15,,연중무휴,매일 00:00~24:00
푸른솔약국,동물약국,37.62518743,126.836144,경기도 고양시 덕양구 충장로 150,7042173902,연중무휴,"월~일, 법정공휴일 10:00~22:00"
푸른솔약국,동물약국,37.59275462,126.695602,인천광역시 서구 고산후로95번길 32,325630236,"매주 일요일, 법정공휴일","월~금 09:30~20:00, 토 09:00~14:00"
푸른솔약국,동물약국,37.89474633,128.828907,강원도 강릉시 주문진읍 주문로 129,336613251,"매주 일요일, 법정공휴일","월~금 08:00~18:00, 토 08:00~13:00"
푸른솔약국,동물약국,36.74765831,126.303941,충청남도 태안군 태안읍 동백로 310,416747923,"매주 일요일, 법정공휴일","월~금 08:00~20:30, 토 08:00~17:00"
푸른솔약국,동물약국,36.38705926,127.308755,대전광역시 유성구 지족동로 150,428237335,매주 토요일,"월~목 09:00~19:00, 금 09:00~13:00, 일 09:00~18:00, 법정공휴일 09:00~18:00"
푸른솔약국,동물약국,35.8041557,128.738636,경상북도 경산시 경청로221길 3,538110229,매주 일요일,"월~금 09:00~19:30, 토 09:00~15:00"
푸른솔약국,동물약국,35.12050784,126.899134,광주광역시 남구 서문대로 686,50713561540,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~13:00"
푸른솔온누리약국,동물약국,37.44271329,126.800015,경기도 시흥시 은행로 130,313122142,"매주 토, 일, 법정공휴일",월~금 09:00~21:00
푸른수목원,여행지,37.48196844,126.823669,서울특별시 구로구 연동로 240,226863200,연중무휴,매일 05:00~22:00
푸른숲 동물병원,동물병원,37.55741253,126.909266,서울특별시 마포구 월드컵로 98,23357577,매주 일요일,"월~금 10:00~19:30, 토 10:00~17:00"
푸른숲약국,동물약국,37.62965561,126.869118,경기도 고양시 덕양구 도래울로 42,314332734,"매주 일요일, 법정공휴일",월~토 08:30~21:00
푸른신호약국,동물약국,35.08524163,128.877737,부산광역시 강서구 신호산단2로 41,518318575,매주 일요일,"월~금 09:00~21:00, 토 09:00~17:00"
푸른약국,동물약국,37.65115871,127.077338,서울특별시 노원구 한글비석로 264,50714001677,매주 일요일,"월~금, 08:30~20:00, 토 08:30~17:00"
푸른약국,동물약국,37.50012379,126.930836,서울특별시 동작구 상도로 93,28131233,"매주 일요일, 법정공휴일","월~금 09:00~19:30, 토 09:00~16:00"
푸른약국,동물약국,37.6715582,126.758974,경기도 고양시 일산서구 중앙로 1456,50713541558,매주 일요일,"월~금 09:00~21:00, 토 09:00~17:00"
푸른약국,동물약국,37.68145261,127.303905,경기도 남양주시 화도읍 비룡로 341,315232088,"매주 토, 일, 법정공휴일",월~금 09:00~20:00
푸른약국,동물약국,37.71200864,127.186675,경기도 남양주시 진접읍 해밀예당1로 36,315758457,매주 토요일,"월~금 09:30~18:30, 화 12:30~21:30, 목 12:30~21:30, 일 09:00~17:00, 법정공휴일 09:00~13:00"
푸른약국,동물약국,37.42732624,127.242265,경기도 광주시 회덕동 271-5,317980326,연중무휴,"월~토 08:30~20:00, 일 10:00~16:00"
푸른약국,동물약국,37.35307747,126.73752,경기도 시흥시 역전로301번길 34,314320250,매주 일요일,"월~금 09:00~21:00, 토 09:00~17:00"
푸른약국,동물약국,37.06601637,127.056296,경기도 평택시 점촌로19번길 59,7088105452,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~19:00"
푸른약국,동물약국,37.19288839,127.073003,경기도 화성시 동탄솔빛로 44,3180033355,"매주 일요일, 법정공휴일","월~금 08:30~19:00, 토 08:30~16:00"
푸른약국,동물약국,37.17177642,128.99279,강원도 태백시 번영로 359-1,335532288,매주 토요일,"월~금 08:50~18:30, 일 08:50~17:00"
푸른약국,동물약국,36.84452206,127.068545,충청남도 아산시 음봉면 음봉로 515-46,415512538,"매주 일요일, 법정공휴일","월~금 09:30~19:00, 토 09:00~13:00"
푸른약국,동물약국,36.34267741,126.608067,충청남도 보령시 주공로 65,419361658,"매주 일요일, 법정공휴일","월~금 08:30~19:00, 토 08:30~13:30"
푸른약국,동물약국,35.88309044,129.226967,경상북도 경주시 용황로 80,547756759,연중무휴,"월~금 09:00~19:00, 토 09:00~14:00, 일 09:00~13:00"
푸른약국,동물약국,35.8738339,128.497107,대구광역시 달성군 다사읍 서재로 117,535854965,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:00"
푸른약국,동물약국,35.57363442,129.241367,울산광역시 울주군 범서읍 구영로 100,522119965,매주 일요일,월~토 09:00~20:00
푸른약국,동물약국,35.11986168,129.11189,부산광역시 남구 동명로 137,516210040,연중무휴,"월~금 09:00~21:30, 토 09:00~20:00, 일 09:00~21:30, 법정공휴일 09:00~21:30"
푸른약국,동물약국,34.75914939,127.667316,전라남도 여수시 망마로 42,616846118,"매주 일요일, 법정공휴일","월~금 09:00~18:40, 토 09:00~13:20"
푸른온누리약국,동물약국,37.56742895,126.967895,서울특별시 종로구 새문안로 19,27200333,"매주 일요일, 법정공휴일","월~금 08:30~19:30, 토 08:30~14:00"
푸른온누리약국,동물약국,37.59270669,126.94773,서울특별시 서대문구 문화촌길 6,23953523,"매주 일요일, 법정공휴일","월~금 08:30~20:00, 토 08:30~16:00"
푸른온누리약국,동물약국,37.52475428,127.049179,서울특별시 강남구 도산대로 511,234427003,매주 일요일,"월~금 08:40~20:00, 토 09:00~16:00"
푸른온누리약국,동물약국,37.4797402,127.038823,서울특별시 서초구 바우뫼로35길 28,25718279,연중무휴,"월~금 09:00~22:00, 토~일 09:00~21:00"
푸른온누리약국,동물약국,37.5708584,126.821451,서울특별시 강서구 방화대로34길 92,226646643,매주 일요일,"월~금 09:00~21:00, 토 09:00~19:00"
푸른온누리약국,동물약국,37.59642274,126.767643,경기도 김포시 고촌읍 수기로 67-39,319850081,"매주 토, 일, 법정공휴일",월~금 09:00~21:00
푸른온누리약국,동물약국,37.32254142,127.095554,경기도 용인시 수지구 풍덕천로 122,312642820,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~18:00"
푸른온누리약국,동물약국,36.07917077,128.411899,경상북도 칠곡군 석적읍 유학로 18,549777556,"매주 일요일, 법정공휴일","월~금 08:30~20:00, 토 09:00~15:00"
푸른종합동물병원,동물병원,37.58459156,127.044064,서울특별시 동대문구 홍릉로 48-1,29623344,연중무휴,"월~금 09:00~21:00, 토~일 09:00~20:00"
푸른지산약국,동물약국,35.10693631,129.032915,부산광역시 중구 동광동5가 19-13,514424046,"매주 일요일, 법정공휴일","월~금 08:40~18:00, 토 08:40~13:00"
푸른태평양약국,동물약국,36.34275828,127.44923,대전광역시 동구 충정로 137,426328800,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~17:00"
푸른하늘 동물병원,동물병원,35.78919679,127.131523,전라북도 전주시 완산구 모악로 4704,632224119,,
푸름약국,동물약국,37.56845742,126.932424,서울특별시 서대문구 연희로 122,231433030,매주 일요일,"월~금 08:30~18:30, 토 08:30~15:30"
푸름약국,동물약국,37.30078842,127.015747,경기도 수원시 장안구 조원로 87,312550615,매주 일요일,"월~금 09:00~20:30, 토 09:00~15:00, 법정공휴일 09:00~13:00"
푸리샵,미용,35.09979487,129.021309,부산광역시 서구 까치고개로 233,,매주 일요일,월~토 10:00~20:00
푸우동물병원,동물병원,36.3359846,127.41475,대전광역시 중구 동서대로 1433-1,422235775,"1째주 토요일,매주 일요일,법정공휴일","월~금 09:30~, 토 09:30~12:00"
푸츠,반려동물용품,37.54664371,127.019482,서울특별시 성동구 독서당로 270,7040908533,"매주 토, 일",월~금 10:00~17:00
푸테이블,반려동물용품,37.74188376,127.096706,경기도 의정부시 오목로 169,50713427006,매주 월요일,화~일 12:00~21:00
푸푸네수제간식,반려동물용품,35.14148466,129.111682,부산광역시 수영구 남천동로 33,516265341,연중무휴,매일 12:00~20:00
푼타하우스,카페,37.52377752,127.187477,경기도 하남시 서하남로451번길 13-66,50713770409,연중무휴,매일 10:00~20:00
푼푼,반려동물용품,37.5436228,127.043586,서울특별시 성동구 왕십리로 63,,"매주 토, 일",월~금 10:00~17:30
푼푼하개,반려동물용품,37.66159444,127.038922,서울특별시 도봉구 도봉로141길 55,50713587982,매주 월요일,화~일 10:00~21:00
풀내음약국,동물약국,37.30314585,127.008056,경기도 수원시 장안구 경수대로 940,312580919,,
풀독,카페,37.05081041,127.159911,경기도 안성시 원곡면 방삼길 16-18,,매주 월요일,화~일 12:00~20:00
풀빌라히든빌리지펜션,펜션,36.24662998,126.540718,충청남도 보령시 웅천읍 간드리3길 42-17,,연중무휴,매일 15:00~11:00
풀빛둥지 펜션,펜션,37.99852876,128.642932,강원도 양양군 현북면 남대천로 1225-1,336737747,연중무휴,매일 14:30~11:30
풀짚공예박물관,박물관,37.36418022,127.165101,경기도 광주시 문형산길 76,317174538,매주 월요일,화~일 10:00~17:00
풀하우스,펜션,36.43944124,126.380832,충청남도 태안군 고남면 장곡길 111,416735366,연중무휴,매일 15:00~11:00
품 동물의료센터,동물병원,37.50439298,126.949397,서울특별시 동작구 양녕로 277-1,28127585,연중무휴,"월~토 09:00~22:00, 일 10:00~20:00"
품격있개,미용,37.31866421,126.839113,경기도 안산시 단원구 고잔로 116,,매주 일요일,월~토 10:00~20:00
품속동물병원,동물병원,37.85505821,127.726504,강원도 춘천시 안마산로 97,332427559,매주 일요일,"월~금 10:00~20:00, 토 10:00~18:00"
품에,미용,36.13477182,128.323548,경상북도 구미시 송동로 21,544586684,연중무휴,매일 09:00~20:00
풍경동물병원,동물병원,35.17996068,129.052049,부산광역시 부산진구 성지로 110-1,518181101,매주 일요일,"월~금 10:30~19:30, 토 10:30~16:30"
풍경채온누리약국,동물약국,37.55589395,127.182434,경기도 하남시 미사강변서로 65,317930531,"매주 토, 일, 법정공휴일",월~금 09:00~18:00
풍기동물병원,동물병원,36.8218655,128.626397,경상북도 영주시 원당로 111,546324700,,
풍기온누리약국,동물약국,36.77371655,127.015957,충청남도 아산시 남부로 321-21,415316555,연중무휴,"월~금 08:30~20:00, 토 08:30~19:00, 일 09:00~13:00, 법정공휴일 09:00~13:00"
풍남문,여행지,35.81350837,127.147579,전라북도 전주시 완산구 풍남문3길 1,632876008,연중무휴,매일 00:00~24:00
풍납라파약국,동물약국,37.53771859,127.119571,서울특별시 송파구 바람드리길 33,24888878,"매주 일요일, 법정공휴일","월~금 09:00~21:30, 토 09:00~21:00"
풍년골공원,여행지,36.62974057,127.433288,충청북도 청주시 흥덕구 풍년로194번길 42,,연중무휴,매일 00:00~24:00
풍동 라파엘 동물병원,동물병원,37.66737604,126.799087,경기도 고양시 일산동구 숲속마을로 38,319017980,매주 일요일,"월~금 10:00~19:30, 토 10:00~19:30"
풍동동물병원,동물병원,37.66743602,126.79791,경기도 고양시 일산동구 숲속마을로 48,50714987704,매주 일요일,"월~금 10:00~18:00, 토 09:00~17:00"
풍류해변,여행지,34.66361934,127.229571,전라남도 고흥군 두원면 풍류로 99-14,648306598,연중무휴,매일 10:00~18:00
풍림약국,동물약국,37.38898906,127.122531,경기도 성남시 분당구 서현로 170,317836783,"매주 토요일, 법정공휴일","월~금 09:00~21:00, 일 09:00~20:00"
풍림온누리약국,동물약국,37.69155775,126.768803,경기도 고양시 일산서구 현중로 8,319221809,"매주 일요일, 법정공휴일","월~금 09:00~19:30, 토 09:00~16:30"
풍무 우리들약국,동물약국,37.60964426,126.732606,경기도 김포시 유현로 200,319964321,연중무휴,"월~금 08:30~21:00, 토~일, 법정공휴일 09:00~17:00"
풍무건강약국,동물약국,37.61164586,126.733467,경기도 김포시 김포대로 693,319841683,"매주 토, 일, 법정공휴일",월~금 09:00~18:00
풍무메디컬약국,동물약국,37.61121676,126.734725,경기도 김포시 김포대로 681,319977408,법정공휴일,"월~금 09:00~21:00, 토~일 08:30~17:30"
풍무열시약국,동물약국,37.61253777,126.7309,경기도 김포시 김포대로 715,319881069,연중무휴,"월~일, 법정공휴일 10:00~22:00"
풍무온누리약국,동물약국,37.60486468,126.722566,경기도 김포시 풍무로 104,319848813,매주 일요일,"월~금 09:00~19:30, 토 09:00~15:00"
풍무우리약국,동물약국,37.60242703,126.721979,경기도 김포시 풍무로 76,319835055,매주 일요일,"월~금 08:30~20:00, 토 08:30~15:30"
풍산동물병원,동물병원,36.57697051,128.575751,경상북도 안동시 풍산읍 풍산태사로 1077-2,548585120,,
풍산사랑약국 이마트 풍산점,동물약국,37.67385312,126.787141,경기도 고양시 일산동구 무궁화로 237,319761470,연중무휴,"월~목 10:00~22:00, 금 10:00~19:00, 토~일, 법정공휴일 10:00~21:00"
풍산온누리약국,동물약국,37.55119788,127.208445,경기도 하남시 덕풍동로 111,317941288,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~15:30"
풍암약국,동물약국,35.12522431,126.878853,광주광역시 서구 풍암중앙로 41,626827766,"매주 일요일, 법정공휴일",월~토 08:00~21:00
풍암종로약국,동물약국,35.12641344,126.87981,광주광역시 서구 풍암2로 14,626552266,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~13:00"
풍암호수공원,여행지,35.12809545,126.870423,,623607726,연중무휴,매일 00:00~24:00
풍지동물병원,동물병원,36.02623741,129.368005,경상북도 포항시 남구 중앙로 148,542744624,,
퓨리나동물병원,동물병원,37.64761847,127.033703,서울특별시 도봉구 도봉로 469,29009929,연중무휴,매일 10:00~20:00
퓨리나사료 대구달성특약점,반려동물용품,35.8794535,128.399329,대구광역시 달성군 하빈면 하목정길 30,535831838,,
퓨리나사료 포천특약점,반려동물용품,37.89826733,127.207246,경기도 포천시 군내면 호국로 1628,315341616,,
퓨어멍,미용,36.62550749,127.505186,충청북도 청주시 상당구 꽃산서로 7,50713048436,연중무휴,매일 09:30~20:00
퓨어진바이오솔류션,반려동물용품,36.33636392,127.381468,대전광역시 서구 괴정로98번길 67,7086911991,"2, 4째주 일요일",매일 11:00~07:00
프라독,반려동물용품,37.47205776,126.622446,인천광역시 중구 신포로23번길 49,327661123,,
프라독,미용,35.92043394,128.27908,경상북도 성주군 성주읍 성주순환로1길 8-44,50714818077,매주 일요일,월~토 10:00~20:00
프라움악기박물관,박물관,37.56850845,127.227049,경기도 남양주시 와부읍 경강로 756,315216043,매주 월요일,화~일 11:00~18:00
프라임동물병원,동물병원,37.53923492,127.092202,서울특별시 광진구 아차산로 451,24570292,매주 일요일,"월~금 10:00~19:00, 토 09:00~14:00"
프라임동물병원,동물병원,37.587277,127.13897,경기도 구리시 장자대로 76,315662475,"매주 일요일, 법정공휴일","월~금 10:00~20:00, 토 변동"
프라임동물병원,동물병원,37.39134487,127.07692,경기도 성남시 분당구 운중로 124,3180179975,"설, 추석 연휴",매일 09:30~20:30
프라임애견,미용,37.34060016,127.097108,경기도 용인시 수지구 동천로 54,50714018092,매주 일요일,"월~토 09:30~07:30, 법정공휴일 09:30~07:30"
프라임약국,동물약국,37.85125248,127.74415,강원도 춘천시 퇴계농공로 22,332626233,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:00"
프라임약국,동물약국,35.19080122,129.099965,부산광역시 연제구 안연로 38,517522544,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:30"
프라임온누리약국,동물약국,37.62294735,127.048397,서울특별시 성북구 월계로40길 7,29169472,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~18:00"
프라임펫,반려동물용품,37.05597989,126.927196,경기도 평택시 청북읍 서해로 1875,316833755,,
프라자 동물병원,동물병원,37.39581308,126.652435,인천광역시 연수구 신송로 122,328515575,매주 일요일,"월~금 09:30~19:30, 토 09:30~17:00"
프라자 약국,동물약국,37.28262997,126.970146,경기도 수원시 권선구 수인로 291,312960102,연중무휴,"월~금 10:00~22:30, 토 10:00~22:30, 일 10:00~22:30, 법정공휴일 10:00~22:30"
프라자건강약국,동물약국,37.3337964,127.930203,강원도 원주시 능라동길 70,337349570,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~17:00"
프라자동물약국,동물약국,37.58727753,127.215878,경기도 남양주시 와부읍 수레로 34,315777607,"매주 일요일, 법정공휴일","월~금 08:30~21:00, 토 08:30~18:00"
프라자약국,동물약국,37.54960006,126.835941,서울특별시 강서구 강서로 267,226648707,법정공휴일,"월~금 08:00~20:00, 토 08:00~15:00, 일 08:30~12:30"
프라자약국,동물약국,37.48347141,126.94325,서울특별시 관악구 봉천로 391,232857294,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~18:00"
프라자약국,동물약국,37.75196736,126.768302,경기도 파주시 금빛로 24-27,319578275,연중무휴,"월~금 09:00~18:00, 토 09:00~21:00, 일 09:00~13:00, 법정공휴일 09:00~18:00"
프라자약국,동물약국,37.59328881,126.674298,인천광역시 서구 원당대로 660,325658106,매주 일요일,"월, 수, 금 09:00~21:00, 화, 목 09:00~19:30, 토 09:00~15:30"
프라자약국,동물약국,37.87613653,127.720107,강원도 춘천시 소양로4가 115-10,332415255,매주 일요일,"월~금 08:30~19:20, 토 08:30~16:30, 법정공휴일 10:00~17:00"
프라자약국,동물약국,36.96758063,127.485732,충청북도 음성군 대소면 오태로 96,438773663,연중무휴,"월~금 09:00~21:00, 토 09:00~19:00, 일 09:00~18:00, 법정공휴일 09:00~18:00"
프라자약국,동물약국,36.82609994,127.130601,충청남도 천안시 서북구 동서대로 65,415618119,연중무휴,"월~금 08:30~22:00, 토 08:30~22:00, 일 08:30~13:00, 법정공휴일 08:30~13:00"
프라자약국,동물약국,36.45720266,127.125036,충청남도 공주시 웅진로 188,418587789,"매주 일요일, 법정공휴일","월~금 08:30~18:30, 토 09:00~13:00"
프라자약국,동물약국,35.87063524,128.579731,대구광역시 중구 국채보상로 447,535638828,매주 일요일,"월~금 08:30~19:30, 토 08:30~19:00, 법정공휴일 08:30~19:00"
프라자약국,동물약국,33.22180649,126.253936,제주특별자치도 서귀포시 대정읍 신영로 109,647925557,"매주 일요일, 법정공휴일","월~금 08:00~19:30, 토 08:00~19:30"
프라자약국 홈플러스킨텍스점,동물약국,37.66798521,126.751648,경기도 고양시 일산서구 호수로 817,50713753137,"2째주, 4째주 수요일","월~금 10:00~21:30, 토~일 10:00~21:30"
프라자온누리약국,동물약국,37.48502523,126.783676,경기도 부천시 부천로10번길 14,322077573,연중무휴,"월~토 08:00~23:30, 일, 법정공휴일 09:00~23:30"
프라하동물병원,동물병원,37.34329873,126.93866,경기도 군포시 용호1로 4,313917075,매주 일요일,월~금 10:00~20:00
프란다스동물병원,동물병원,37.57548326,126.916098,서울특별시 서대문구 거북골로 120,23098275,"매주 토, 일",월~금 09:30~20:00
프란다스의개,반려동물용품,37.46936493,126.932603,서울특별시 관악구 호암로 581,28857567,,
프란다스의개,미용,35.91673866,128.820013,경상북도 경산시 하양읍 조산천동길 56,538548944,매주 일요일,월~토 10:00~21:00
